Rank,TOP500 Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Power (kW),Power Source,Energy Efficiency [GFlops/Watts],Power Source.1,Power Quality Level,Optimized Run (HPL),Optimized Run (Peak Power),Memory,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Continent,Site ID,System ID,doc_date
46,5,Summit,"IBM Power System AC922, IBM POWER9 22C 3.07GHz, NVIDIA Volta GV100, Dual-rail Mellanox EDR Infiniband",DOE/SC/Oak Ridge National Laboratory,IBM,United States,2018,Research,2414592,2211840.0,148600.0,200794.88,10096.0,Submitted,14.71870048,-9999,3.0,-9999.0,-9999.0,-9999.0,Cluster,IBM POWER9 22C 3.07GHz,Power,3070,RHEL 7.4,Linux,NVIDIA Volta GV100,22,IBM POWER9,IBM Power System AC922, IBM Power Systems,Infiniband,Dual-rail Mellanox EDR Infiniband,North America,48553,179397,2022-11-03
47,24,Marconi-100,"IBM Power System AC922, IBM POWER9 16C 3GHz, Nvidia Volta V100, Dual-rail Mellanox EDR Infiniband",CINECA,IBM,Italy,2019,Academic,347776,316160.0,21640.0,29354.0,1476.0,Submitted,14.66124661,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,IBM POWER9 16C 3GHz,Power,3000,RHEL 7.6,Linux,Nvidia Volta V100,16,IBM POWER9,IBM Power System AC922, IBM Power Systems,Infiniband,Dual-rail Mellanox EDR Infiniband,Europe,47495,179845,2022-11-03
48,71,TSUBAME3.0,"SGI ICE XA, IP139-SXM2, Xeon E5-2680v4 14C 2.4GHz, Intel Omni-Path, NVIDIA Tesla P100 SXM2","GSIC Center, Tokyo Institute of Technology",HPE,Japan,2017,Academic,135828,120736.0,8125.0,12127.069,792.08,Optimized,13.70399984,Optimized,1.0,7027.0,512.77,-9999.0,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,SUSE Linux Enterprise Server 12 SP1,Linux,NVIDIA Tesla P100 NVLink,14,Intel Xeon E5 (Broadwell),"SGI ICE XA (HPE SGI 8600), IP139-SXM2",HPE SGI 8600,Omnipath,Intel Omni-Path,Asia,47912,179093,2022-11-03
49,37,PANGEA III,"IBM Power System AC922, IBM POWER9 18C 3.45GHz, Dual-rail Mellanox EDR Infiniband, NVIDIA Volta GV100",Total Exploration Production,IBM,France,2019,Industry,291024,270720.0,17860.0,25025.81,1367.0,Submitted,13.06510607,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,IBM POWER9 18C 3.45GHz,Power,3450,RHEL 7.6,Linux,NVIDIA Volta GV100,18,IBM POWER9,IBM Power System AC922, IBM Power Systems,Infiniband,Dual-rail Mellanox EDR Infiniband,Europe,49546,179689,2022-11-03
50,6,Sierra,"IBM Power System AC922, IBM POWER9 22C 3.1GHz, NVIDIA Volta GV100, Dual-rail Mellanox EDR Infiniband",DOE/NNSA/LLNL,IBM / NVIDIA / Mellanox,United States,2018,Research,1572480,1382400.0,94640.0,125712.0,7438.28,Submitted,12.72337153,-9999,2.0,-9999.0,-9999.0,-9999.0,Cluster,IBM POWER9 22C 3.1GHz,Power,3100,Red Hat Enterprise Linux,Linux,NVIDIA Volta GV100,22,IBM POWER9,IBM Power System AC922, IBM Power Systems,Infiniband,Dual-rail Mellanox EDR Infiniband,North America,49763,179398,2022-11-03
51,127,Advanced Computing System(PreE),"Sugon TC8600, Hygon Dhyana  32C 2GHz, Deep Computing Processor, 200Gb 6D-Torus",Sugon,Sugon,China,2018,Vendor,163840,131072.0,4325.0,6134.1696,380.0,Submitted,11.38157895,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Hygon Dhyana 32C 2GHz,X86_64,2000,CentOS,Linux,Deep Computing Processor,32,Hygon Dhyana,Sugon TC8600,Sugon Cluster,Gigabit Ethernet,200Gb 6D-Torus,Asia,50797,179593,2022-11-03
52,64,Taiwania 2,"QCT QuantaGrid D52G-4U/LC, Xeon Gold 6154 18C 3GHz, Mellanox InfiniBand EDR, NVIDIA Tesla V100 SXM2",National Center for High Performance Computing,Quanta Computer / Taiwan Fixed Network / ASUS Cloud,Taiwan,2018,Research,170352,161280.0,9000.0,15208.23,797.54,Submitted,11.28470045,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6154 18C 3GHz,Intel Skylake,3000,CentOS,Linux,NVIDIA Tesla V100 SXM2,18,Xeon Gold,QCT QuantaGrid D52G-4U/LC,QCT QuantaGrid,Infiniband,Mellanox InfiniBand EDR,Asia,48468,179590,2022-11-03
53,166,Cedar (GPU),"PowerEdge C6420, Xeon Silver 4216 16C 2.1GHz, NVIDIA Tesla V100, Intel Omni-Path",Simon Fraser University/Compute Canada,ACTION,Canada,2020,Academic,67584,61440.0,3371.0,5834.4,310.0,Submitted,10.87419355,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Silver 4216 16C 2.1GHz,Intel Skylake,2100,CentOS,Linux,NVIDIA Tesla V100,16,Xeon Silver,PowerEdge C6420,Dell PowerEdge Cluster,Omnipath,Intel Omni-Path,North America,50722,179859,2022-11-03
54,81,Artemis,"NVIDIA DGX-2, Xeon Platinum 8168 24C 2.7GHz, Infiniband EDR, NVIDIA Tesla V100",Group 42,Nvidia,United Arab Emirates,2019,Industry,107568,103680.0,7257.0,9492.163,673.0,Submitted,10.78306092,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8168 24C 2.7GHz,Intel Skylake,2700,Ubuntu,Linux,NVIDIA Tesla V100,24,Xeon Platinum,NVIDIA DGX-2,NVIDIA DGX,Infiniband,Infiniband EDR,Asia,50813,179803,2022-11-03
55,26,Piz Daint,"Cray XC50, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect , NVIDIA Tesla P100",Swiss National Supercomputing Centre (CSCS),HPE,Switzerland,2017,Research,387872,319424.0,21230.0,27154.3,2384.24,Optimized,10.39769975,Optimized,3.0,16960.0,1631.13,-9999.0,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,NVIDIA Tesla P100,12,Intel Xeon E5 (Haswell),Cray XC50,Cray XC,Custom Interconnect,Aries interconnect ,Europe,50422,177824,2022-11-03
56,480,szaisystem,"Sugon TC6000, Xeon Gold 6248 20C 2.5GHz, NVIDIA Tesla V100, Infiniband EDR",Suzhou SC center,Sugon,China,2019,Industry,30600,27200.0,1814.0,2674.1,180.0,Submitted,10.07777778,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6248 20C 2.5GHz,Intel Cascade lake,2500,CentOS,Linux,NVIDIA Tesla V100,20,Xeon Gold 62xx (Cascade Lake),Sugon TC6000,Sugon Cluster,Infiniband,Infiniband EDR,Asia,50812,179713,2022-11-03
57,48,HPC4,"Proliant DL380 Gen10, Xeon Platinum 8160  24C 2.1GHz, Mellanox InfiniBand EDR, NVIDIA Tesla P100",Eni S.p.A.,HPE,Italy,2018,Industry,253600,177520.0,12210.0,18621.138,1320.0,Optimized,9.803754266,Optimized,1.0,11490.0,1172.0,-9999.0,Cluster,Xeon Platinum 8160  24C 2.1GHz,Intel Skylake,2100,RHEL 7.4,Linux,NVIDIA Tesla P100,24,Xeon Platinum,Proliant DL380 Gen10,HP Cluster Platform 3000,Infiniband,Mellanox InfiniBand EDR,Europe,50489,179444,2022-11-03
58,65,Dragão,"Supermicro SYS-4029GP-TVRT, Xeon Gold 6230R 26C 2.1GHz, NVIDIA Tesla V100, Infiniband EDR",Petróleo Brasileiro S.A,Atos,Brazil,2021,Industry,188224,174080.0,8983.0,14006.48,943.12,Submitted,9.524768852,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6230R 26C 2.1GHz,Intel Cascade lake,2100,CentOS Linux 7,Linux,NVIDIA Tesla V100,26,Xeon Gold 62xx (Cascade Lake),Supermicro SYS-4029GP-TVRT,Supermicro Cluster,Infiniband,Infiniband EDR,South America,49587,179941,2022-11-03
59,346,Béluga,"Dell EMC PowerEdge R640, Xeon Gold 6148 20C 2.4GHz, NVIDIA Tesla V100, Infiniband EDR",Calcul Québec/Compute Canada,DELL EMC,Canada,2019,Academic,72480,55040.0,2278.0,7494.784,240.0,Submitted,9.491666667,-9999,2.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6148 20C 2.4GHz,Intel Skylake,2400,CentOS,Linux,NVIDIA Tesla V100,20,Xeon Gold,PowerEdge R640,Dell PowerEdge Cluster,Infiniband,Infiniband EDR,North America,50800,179605,2022-11-03
60,169,-9999,"NVIDIA DGX-1/Relion 2904GT, Xeon E5-2698v4 20C 2.2GHz/ E5-2650v4, Infiniband EDR, NVIDIA Tesla P100/Quadro GP100",Facebook,Self-made,United States,2017,Industry,60512,55552.0,3307.0,4896.512,349.5,Submitted,9.462088698,-9999,2.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2698v4 20C 2.2GHz,Intel Broadwell,2200,Ubuntu,Linux,NVIDIA Tesla P100,20,Intel Xeon E5 (Broadwell),NVIDIA DGX-1/Relion 2904GT,Hybrid Cluster,Infiniband,Infiniband EDR,North America,50701,179068,2022-11-03
61,179,Fênix,"Bull 4029GP-TVRT, Xeon Gold 5122 4C 3.6GHz, NVIDIA Tesla V100, Infiniband EDR",Petróleo Brasileiro S.A,Atos,Brazil,2019,Industry,60480,57600.0,3161.0,5371.776,389.76,Submitted,8.110119048,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5122 4C 3.6GHz,Intel Skylake,3600,CentOS,Linux,NVIDIA Tesla V100,4,Xeon Gold,Bull 4029GP-TVRT,Bull Cluster,Infiniband,Infiniband EDR,South America,49587,179681,2022-11-03
62,394,-9999,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Service U,Sugon,China,2019,Others,44032,40960.0,2087.0,3843.379,260.0,Submitted,8.026923077,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,CentOS,Linux,NVIDIA Tesla V100,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,25G Ethernet,Asia,50777,179730,2022-11-03
63,436,-9999,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, 25G Ethernet, NVIDIA Tesla V100",Energy Company,Sugon,China,2019,Industry,41280,38400.0,1963.0,3603.456,245.0,Submitted,8.012244898,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,CentOS,Linux,NVIDIA Tesla V100,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,25G Ethernet,Asia,50417,179783,2022-11-03
64,417,-9999,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, 25G Ethernet",Internet Company,Sugon,China,2019,Industry,42312,39360.0,2003.0,3693.542,250.0,Submitted,8.012,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,CentOS,Linux,NVIDIA Tesla V100,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Gigabit Ethernet,25G Ethernet,Asia,50598,179731,2022-11-03
65,126,Atlas,"Bull 4029GP-TVRT, Xeon Gold 6240 18C 2.6GHz, NVIDIA Tesla V100, Infiniband EDR",Petróleo Brasileiro S.A,Atos,Brazil,2020,Industry,91936,87040.0,4376.0,8848.486,546.58,Submitted,8.006147316,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6240 18C 2.6GHz,Intel Cascade lake,2600,CentOS,Linux,NVIDIA Tesla V100,18,Xeon Gold 62xx (Cascade Lake),Bull 4029GP-TVRT,Bull Cluster,Infiniband,Infiniband EDR,South America,49587,179854,2022-11-03
66,380,-9999,"Sugon TC6000, Xeon Gold 5118 12C 2.3GHz, NVIDIA Tesla V100, Infiniband EDR",Xinjiang SC Center,Sugon,China,2019,Government,44720,41600.0,2115.0,3903.432,265.0,Submitted,7.981132075,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 5118 12C 2.3GHz,Intel Skylake,2300,CentOS,Linux,NVIDIA Tesla V100,12,Xeon Gold,Sugon TC6000,Sugon Cluster,Infiniband,Infiniband EDR,Asia,50790,179729,2022-11-03
67,475,JGV100System,"Sugon TC6000, Xeon E5-2680v4 14C 2.4GHz, NVIDIA Tesla V100, 10G Ethernet",Internet Company,Sugon,China,2018,Industry,41760,38400.0,1825.0,3353.184,240.0,Submitted,7.604166667,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,CentOS,Linux,NVIDIA Tesla V100,14,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,10G Ethernet,Asia,50598,179555,2022-11-03
68,56,Earth Simulator -SX-Aurora TSUBASA,"SX-Aurora TSUBASA B401-8, Vector Engine Type20B 8C 1.6GHz, Infiniband HDR200",Japan Agency for Marine-Earth Science and Technology,NEC,Japan,2021,Research,43776,-9999.0,9990.7,13447.99,1390.95,Optimized,7.182644955,Optimized,2.0,9990.7,1390.95,-9999.0,Cluster,Vector Engine Type20B 8C 1.6GHz,NEC Vector Engine,1600,VEOS,Linux,None,8,Vector Engine,SX-Aurora TSUBASA B401-8,SX-Aurora TSUBASA,Infiniband,Infiniband HDR200,Asia,49318,179927,2022-11-03
69,89,-9999,"SX-Aurora TSUBASA A412-8, Vector Engine Type10AE 8C 1.58GHz, InfiniBand HDR 100",Deutscher Wetterdienst,NEC,Germany,2022,Research,28160,-9999.0,6434.0,8408.45,953.75,Optimized,6.746002621,Optimized,3.0,6.434,-9999.0,-9999.0,Cluster,Vector Engine Type10AE 8C 1.58GHz,NEC Vector Engine,1584,VEOS,Linux,None,8,Vector Engine,SX-Aurora TSUBASA A412-8,SX-Aurora TSUBASA,Infiniband,InfiniBand HDR 100,Europe,47712,180091,2022-11-03
70,340,MeluXina - Cluster Module,"BullSequana XH2000, AMD EPYC 7H12 64C 2.6GHz, Mellanox HDR200 InfiniBand/ParTec ParaStation ClusterSuite",LuxProvide,Atos,Luxembourg,2021,Research,73344,-9999.0,2286.56,3003.18,377.21,Optimized,6.061769306,Optimized,1.0,2286.56,-9999.0,-9999.0,Cluster,AMD EPYC 7H12 64C 2.6GHz,AMD Zen-2 (Rome),2600,RHEL compatible,Linux,None,64,AMD Rome,BullSequana XH2000,BullSequana,Infiniband,Mellanox HDR200 InfiniBand/ParTec ParaStation ClusterSuite,Europe,50882,179964,2022-11-03
71,114,-9999,"SX-Aurora TSUBASA A412-8, Vector Engine Type10AE 8C 1.58GHz, InfiniBand HDR 100",Deutscher Wetterdienst,NEC,Germany,2022,Research,21696,-9999.0,5050.1,6539.9,834.04,Optimized,6.054985372,Optimized,1.0,5050.1,834.04,-9999.0,Cluster,Vector Engine Type10AE 8C 1.58GHz,NEC Vector Engine,1584,VEOS,Linux,None,8,Vector Engine,SX-Aurora TSUBASA A412-8,SX-Aurora TSUBASA,Infiniband,InfiniBand HDR 100,Europe,47712,180090,2022-11-03
72,7,Sunway TaihuLight,"Sunway MPP, Sunway SW26010 260C 1.45GHz, Sunway",National Supercomputing Center in Wuxi,NRCPC,China,2016,Research,10649600,-9999.0,93014.59388,125435.904,15371.0,Submitted,6.051304006,-9999,2.0,-9999.0,-9999.0,-9999.0,MPP,Sunway SW26010 260C 1.45GHz,ShenWei,1450,Sunway RaiseOS 2.0.5,Linux,None,260,Sunway,Sunway MPP,Sunway Cluster,Custom Interconnect,Sunway,Asia,50623,178764,2022-11-03
73,76,Underhill,"ThinkSystem SD650 V2, Xeon Platinum 8380 40C 2.3GHz, Infiniband HDR",Shared Services Canada,Lenovo,Canada,2022,Government,148320,-9999.0,7764.57,10916.35,1294.72,Submitted,5.997103621,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8380 40C 2.3GHz,Intel Ice Lake,2300,Linux,Linux,None,40,Xeon® Platinum 83xx (Ice Lake),ThinkSystem SD650 V2,Lenovo ThinkSystem,Infiniband,Infiniband HDR,North America,50719,180081,2022-11-03
74,77,Robert,"ThinkSystem SD650-N V2, Xeon Platinum 8380 40C 2.3GHz, Infiniband HDR",Shared Services Canada,Lenovo,Canada,2022,Government,148320,-9999.0,7764.57,10916.35,1294.72,Submitted,5.997103621,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8380 40C 2.3GHz,Intel Ice Lake,2300,Linux,Linux,None,40,Xeon® Platinum 83xx (Ice Lake),ThinkSystem SD650 V2,Lenovo ThinkSystem,Infiniband,Infiniband HDR,North America,50719,180082,2022-11-03
75,139,-9999,"SX-Aurora TSUBASA A412-8, Vector Engine Type10AE 8C 1.58GHz, InfiniBand HDR 100",Deutscher Wetterdienst,NEC,Germany,2020,Research,18688,-9999.0,3870.1,5605.63,647.99,Submitted,5.972468711,-9999,3.0,-9999.0,-9999.0,-9999.0,Cluster,Vector Engine Type10AE 8C 1.58GHz,NEC Vector Engine,1584,VEOS,Linux,None,8,Vector Engine,SX-Aurora TSUBASA A412-8,SX-Aurora TSUBASA,Infiniband,InfiniBand HDR 100,Europe,47712,179928,2022-11-03
76,171,-9999,"SX-Aurora TSUBASA A412-8, Vector Engine Type10AE 8C 1.58GHz, Mellanox InfiniBand HDR100",Deutscher Wetterdienst,NEC,Germany,2020,Research,14336,-9999.0,3250.4,4282.08,565.08,Submitted,5.752105897,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Vector Engine Type10AE 8C 1.58GHz,NEC Vector Engine,1584,VEOS,Linux,None,8,Vector Engine,SX-Aurora TSUBASA A412-8,SX-Aurora TSUBASA,Infiniband,InfiniBand HDR100,Europe,47712,179973,2022-11-03
77,226,"Karolina, CPU partition","Apollo 2000, AMD EPYC 7H12 64C 2.6GHz, InfiniBand HDR 100","IT4Innovations National Supercomputing Center, VSB-Technical University of Ostrava",HPE,Czechia,2021,Academic,92160,-9999.0,2837.4,3833.86,502.7,Submitted,5.644320668,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7H12 64C 2.6GHz,AMD Zen-2 (Rome),2600,CentOS,Linux,None,64,AMD Rome,Apollo 2000,HPE Apollo,Infiniband,InfiniBand HDR 100,Europe,50561,179926,2022-11-03
78,35,Guru,"ThinkSystem SD650 V2, Xeon Platinum 8368Q 38C 2.6GHz, Infiniband HDR",Korea Meteorological Administration,Lenovo,South Korea,2021,Government,306432,-9999.0,18002.8,25495.14,3296.0,Submitted,5.462014563,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8368Q 38C 2.6GHz,Intel Ice Lake,2600,Linux,Linux,None,38,Xeon® Platinum 83xx (Ice Lake),ThinkSystem SD650 V2,Lenovo ThinkSystem,Infiniband,Infiniband HDR,Asia,50890,179912,2022-11-03
79,36,Maru,"ThinkSystem SD650 V2, Xeon Platinum 8368Q 38C 2.6GHz, Infiniband HDR",Korea Meteorological Administration,Lenovo,South Korea,2021,Government,306432,-9999.0,18002.8,25495.14,3296.0,Submitted,5.462014563,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8368Q 38C 2.6GHz,Intel Ice Lake,2600,Linux,Linux,None,38,Xeon® Platinum 83xx (Ice Lake),ThinkSystem SD650-N V2,Lenovo ThinkSystem,Infiniband,Infiniband HDR,Asia,50890,180023,2022-11-03
80,372,HSUper,"Megware D50TNP, Xeon Platinum 8360Y 36C 2.4GHz, InfiniBand HDR100",Helmut-Schmidt-Universität/Universität der Bundeswehr Hamburg,MEGWARE,Germany,2022,Academic,41832,-9999.0,2129.92,3212.7,394.7,Submitted,5.396300988,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8360Y 36C 2.4GHz,Intel Ice Lake,2400,AlmaLinux 8.5,Linux,None,36,Xeon® Platinum 83xx (Ice Lake),Megware D50TNP,MEGWARE Cluster,Infiniband,InfiniBand HDR100,Europe,50913,180076,2022-11-03
81,151,Fritz,"Megware D50TNP, Xeon Platinum 8360Y 36C 2.4GHz, InfiniBand HDR100",Universitaet Erlangen - Regionales Rechenzentrum Erlangen,MEGWARE,Germany,2021,Academic,71424,-9999.0,3578.03,5452.18,671.97,Submitted,5.324687114,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8360Y 36C 2.4GHz,Intel Ice Lake,2400,AlmaLinux 8.5,Linux,None,36,Xeon® Platinum 83xx (Ice Lake),Megware D50TNP,MEGWARE Cluster,Infiniband,InfiniBand HDR100,Europe,49515,180074,2022-11-03
82,91,LUMI-C,"HPE Cray EX, AMD EPYC 7763 64C 2.45GHz, Slingshot-10",EuroHPC/CSC,HPE,Finland,2021,Research,194560,-9999.0,6299.79,7626.75,1215.53,Submitted,5.182751557,-9999,2.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,HPE Cray OS,Linux,None,64,AMD Milan,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-10,Europe,50908,180045,2022-11-03
83,452,Rockfish,"ThinkSystem SD530, Xeon Gold 6248R 24C 3GHz, Infiniband HDR",Johns Hopkins University,Lenovo,United States,2020,Academic,32352,-9999.0,1886.65,3105.79,369.0,Submitted,5.112872629,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6248R 24C 3GHz,Intel Cascade lake,3000,Linux,Linux,None,24,Xeon Gold 62xx (Cascade Lake),ThinkSystem SD530,Lenovo ThinkSystem,Infiniband,Infiniband HDR,North America,50922,180072,2022-11-03
84,75,Plasma Simulator,"SX-Aurora TSUBASA A412-8, Vector Engine Type10AE 8C 1.58GHz, Infiniband HDR 200",National Institute for Fusion Science (NIFS),NEC,Japan,2020,Research,34560,-9999.0,7892.7,10510.66,1550.1,Submitted,5.091736017,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,Vector Engine Type10AE 8C 1.58GHz,NEC Vector Engine,1584,VEOS,Linux,None,8,Vector Engine,SX-Aurora TSUBASA A412-8,SX-Aurora TSUBASA,Infiniband,Infiniband HDR200,Asia,48476,179871,2022-11-03
85,129,Oakbridge-CX,"Fujitsu PRIMERGY CX2550/CX2560 M5, Xeon Platinum 8280 28C 2.7GHz, Intel Omni-Path","Information Technology Center, The University of Tokyo",Fujitsu,Japan,2019,Academic,76608,-9999.0,4289.85,6618.931,845.09,Submitted,5.076204901,-9999,2.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Platinum 8280 28C 2.7GHz,Intel Cascade lake,2700,Linux,Linux,None,28,Xeon Platinum 82xx (Cascade Lake),Fujitsu PRIMERGY CX2550/CX2560 M5,Fujitsu PRIMERGY,Omnipath,Intel Omni-Path,Asia,50096,179606,2022-11-03
86,108,MAHTI,"Bull Sequana XH2000 , AMD Rome 7H12 64C 2.6GHz, Mellanox HDR100",CSC (Center for Scientific Computing),Atos,Finland,2020,Academic,169728,-9999.0,5388.52,7060.6848,1070.0,Submitted,5.036,-9999,2.0,-9999.0,-9999.0,-9999.0,Cluster,AMD Rome 7H12 64C 2.6GHz,AMD Zen-2 (Rome),2600,bullx SCS,Linux,None,64,AMD Rome,BullSequana XH2000,BullSequana,Infiniband,InfiniBand HDR100,Europe,47508,179855,2022-11-03
87,95,SQUID - CPU Nodes,"NEC LX 103Bj-8, Xeon Platinum 8368 38C 2.4GHz, Infiniband HDR200",Osaka University,NEC,Japan,2021,Academic,115520,-9999.0,6105.1,8871.94,1222.2,Optimized,4.99517264,Optimized,1.0,6105.1,1222.2,-9999.0,Cluster,Xeon Platinum 8368 38C 2.4GHz,Intel Ice Lake,2400,CentOS,Linux,None,38,Xeon® Platinum 83xx (Ice Lake),NEC LX 103Bj-8,NEC Cluster,Infiniband,Infiniband HDR200,Asia,48585,179934,2022-11-03
88,30,Hawk,"Apollo 9000, AMD EPYC 7742 64C 2.25GHz, Mellanox HDR Infiniband",HLRS - Höchstleistungsrechenzentrum Stuttgart,HPE,Germany,2020,Research,698880,-9999.0,19334.0,25159.68,3905.83,Submitted,4.950036228,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,Tri-Lab Operating System ,Linux,None,64,AMD Rome,Apollo 9000,HPE Apollo,Infiniband,Mellanox HDR Infiniband,Europe,50543,179880,2022-11-03
89,382,MagicCube3,"Sugon TC6000, Xeon Gold 6142 16C 2.6GHz, Intel Omni-Path, NVIDIA Tesla V100",Shanghai Supercomputer Center,Sugon,China,2019,Research,40960,5120.0,2109.0,3434.086,430.0,Submitted,4.904651163,-9999,-9999.0,-9999.0,-9999.0,-9999.0,Cluster,Xeon Gold 6142 16C 2.6GHz,Intel Skylake,2600,CentOS,Linux,NVIDIA Tesla V100,16,Xeon Gold,Sugon TC6000,Sugon Cluster,Omnipath,Intel Omni-Path,Asia,49697,179695,2022-11-03
90,69,Taranis,"Bull Sequana XH2000 , AMD EPYC 7742 64C 2.25GHz, Mellanox InfiniBand HDR100",Meteo France,Atos,France,2020,Research,294912,-9999.0,8191.03,10321.92,1672.0,Submitted,4.898941388,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,bullx SCS,Linux,None,64,AMD Rome,BullSequana XH2000,BullSequana,Infiniband,InfiniBand HDR100,Europe,48356,179892,2022-11-03
91,83,JOLIOT-CURIE ROME,"Bull Sequana XH2000 , AMD Rome 7H12 64C 2.6GHz, Mellanox HDR100",CEA/TGCC-GENCI,Atos,France,2019,Research,197120,-9999.0,6988.04,12039.3728,1436.0,Submitted,4.86632312,-9999,1.0,-9999.0,-9999.0,-9999.0,Cluster,AMD Rome 7H12 64C 2.6GHz,AMD Zen-2 (Rome),2600,bullx SCS,Linux,None,64,AMD Rome,BullSequana XH2000,BullSequana,Infiniband,InfiniBand HDR100,Europe,50414,179700,2022-11-03
92,198,Alps,"HPE Cray EX, AMD EPYC 7742 64C 2.25GHz, Slingshot-10",Swiss National Supercomputing Centre (CSCS),HPE,Switzerland,2020,Research,128000,-9999.0,3088.6,4608.0,637.95,Submitted,4.841445254,-9999,3.0,-9999.0,-9999.0,-9999.0,MPP,AMD EPYC 7742 64C 2.25GHz,AMD Zen-2 (Rome),2250,HPE Cray OS,Linux,None,64,AMD Rome,HPE Cray EX,HPE Cray EX,Gigabit Ethernet,Slingshot-10,Europe,50422,179900,2022-11-03
93,131,Noctua 2,"BullSequana XH2000, AMD EPYC 7763 64C 2.45GHz, InfiniBand HDR100",Universitaet Paderborn - PC2,Atos,Germany,2022,Academic,135168,-9999.0,4190.9,5298.59,868.74,Optimized,4.824113083,Optimized,1.0,4190.9,868.74,-9999.0,Cluster,AMD EPYC 7763 64C 2.45GHz,AMD Zen-3 (Milan),2450,Linux,Linux,None,64,AMD Milan,BullSequana XH2000,BullSequana,Infiniband,InfiniBand HDR100,Europe,49104,180071,2022-11-03
